Day,Time,Condition,Envir,Reading,PID
T2,11:00:00,Blinds,light,1833.6,RR2
T2,11:15:00,Blinds,light,2178.4,RR2
T2,11:30:00,Blinds,light,1984.8,RR2
T2,11:45:00,Blinds,light,2432.1,RR2
T2,12:00:00,Blinds,light,2236.3,RR2
T2,12:15:00,Blinds,light,1496.7,RR2
T2,12:30:00,Blinds,light,996.6,RR2
T2,12:45:00,Blinds,light,829.7,RR2
T2,13:00:00,Blinds,light,696.8,RR2
T2,13:15:00,Blinds,light,603.7,RR2
T2,13:30:00,Blinds,light,553.3,RR2
T2,13:45:00,Blinds,light,561,RR2
T2,14:00:00,Blinds,light,510.6,RR2
T2,14:15:00,Blinds,light,413.9,RR2
T2,14:30:00,Blinds,light,296,RR2
T2,14:45:00,Blinds,light,291.8,RR2
T2,15:00:00,Blinds,light,330.8,RR2
T2,15:15:00,Blinds,light,224.5,RR2
T2,15:30:00,Blinds,light,154.7,RR2
T2,15:45:00,Blinds,light,199.9,RR2
T2,16:00:00,Blinds,light,228.9,RR2
T2,16:15:00,Blinds,light,127.9,RR2
T2,16:30:00,Blinds,light,110.7,RR2
T2,16:45:00,Blinds,light,94.7,RR2
T2,17:00:00,Blinds,light,71,RR2
T2,17:15:00,Blinds,light,65.4,RR2
